P248,[0-54],[0-53],[0-56],[0-59],[0-61],[0-52],[0-56],[0-62],[0-63],[0-52],[0-56],[0-57],[0-61],[0-55],[0-57],[0-59],[0-62],[0-67],[0-57],[0-56],[0-64],[0-58],[0-51],[0-72],[0-64],[0-64],[0-46],[0-47],[0-44],[0-42],[0-48],[0-47],[0-49],[0-46],[0-46],[0-46],[0-55],[0-47],[0-52],[0-47],[0-48],[0-50],[0-52],[0-50],[0-46],[0-46],[0-55],[0-49],[0-50],aaaaaaaaaa,Group 0
P229,[0-54],[0-53],[0-56],[0-59],[0-61],[0-52],[0-56],[0-62],[0-63],[0-52],[0-56],[0-57],[0-61],[0-55],[0-57],[0-59],[0-62],[0-67],[0-57],[0-56],[0-64],[0-58],[0-51],[0-72],[0-64],[0-64],[0-46],[0-47],[0-44],[0-42],[0-48],[0-47],[0-49],[0-46],[0-46],[0-46],[0-55],[0-47],[0-52],[0-47],[0-48],[0-50],[0-52],[0-50],[0-46],[0-46],[0-55],[0-49],[0-50],aaaaaaaaaa,Group 0
P282,[0-54],[0-53],[0-56],[0-59],[0-61],[0-52],[0-56],[0-62],[0-63],[0-52],[0-56],[0-57],[0-61],[0-55],[0-57],[0-59],[0-62],[0-67],[0-57],[0-56],[0-64],[0-58],[0-51],[0-72],[0-64],[0-64],[0-46],[0-47],[0-44],[0-42],[0-48],[0-47],[0-49],[0-46],[0-46],[0-46],[0-55],[0-47],[0-52],[0-47],[0-48],[0-50],[0-52],[0-50],[0-46],[0-46],[0-55],[0-49],[0-50],aaaaaaaaaa,Group 0
P679,[0-54],[0-53],[0-56],[0-59],[0-61],[0-52],[0-56],[0-62],[0-63],[0-52],[0-56],[0-57],[0-61],[0-55],[0-57],[0-59],[0-62],[0-67],[0-57],[0-56],[0-64],[0-58],[0-51],[0-72],[0-64],[0-64],[0-46],[0-47],[0-44],[0-42],[0-48],[0-47],[0-49],[0-46],[0-46],[0-46],[0-55],[0-47],[0-52],[0-47],[0-48],[0-50],[0-52],[0-50],[0-46],[0-46],[0-55],[0-49],[0-50],aaaaaaaaaa,Group 0
P602,[0-54],[0-53],[0-56],[0-59],[0-61],[0-52],[0-56],[0-62],[0-63],[0-52],[0-56],[0-57],[0-61],[0-55],[0-57],[0-59],[0-62],[0-67],[0-57],[0-56],[0-64],[0-58],[0-51],[0-72],[0-64],[0-64],[0-46],[0-47],[0-44],[0-42],[0-48],[0-47],[0-49],[0-46],[0-46],[0-46],[0-55],[0-47],[0-52],[0-47],[0-48],[0-50],[0-52],[0-50],[0-46],[0-46],[0-55],[0-49],[0-50],aaaaaaaaaa,Group 0
P222,[0-54],[0-53],[0-56],[0-59],[0-61],[0-52],[0-56],[0-62],[0-63],[0-52],[0-56],[0-57],[0-61],[0-55],[0-57],[0-59],[0-62],[0-67],[0-57],[0-56],[0-64],[0-58],[0-51],[0-72],[0-64],[0-64],[0-46],[0-47],[0-44],[0-42],[0-48],[0-47],[0-49],[0-46],[0-46],[0-46],[0-55],[0-47],[0-52],[0-47],[0-48],[0-50],[0-52],[0-50],[0-46],[0-46],[0-55],[0-49],[0-50],aaaaaaaaaa,Group 0
P606,[0-54],[0-53],[0-56],[0-59],[0-61],[0-52],[0-56],[0-62],[0-63],[0-52],[0-56],[0-57],[0-61],[0-55],[0-57],[0-59],[0-62],[0-67],[0-57],[0-56],[0-64],[0-58],[0-51],[0-72],[0-64],[0-64],[0-46],[0-47],[0-44],[0-42],[0-48],[0-47],[0-49],[0-46],[0-46],[0-46],[0-55],[0-47],[0-52],[0-47],[0-48],[0-50],[0-52],[0-50],[0-46],[0-46],[0-55],[0-49],[0-50],aaaaaaaaaa,Group 0
P276,[0-54],[0-53],[0-56],[0-59],[0-61],[0-52],[0-56],[0-62],[0-63],[0-52],[0-56],[0-57],[0-61],[0-55],[0-57],[0-59],[0-62],[0-67],[0-57],[0-56],[0-64],[0-58],[0-51],[0-72],[0-64],[0-64],[0-46],[0-47],[0-44],[0-42],[0-48],[0-47],[0-49],[0-46],[0-46],[0-46],[0-55],[0-47],[0-52],[0-47],[0-48],[0-50],[0-52],[0-50],[0-46],[0-46],[0-55],[0-49],[0-50],aaaaaaaaaa,Group 0
P440,[0-54],[0-53],[0-56],[0-59],[0-61],[0-52],[0-56],[0-62],[0-63],[0-52],[0-56],[0-57],[0-61],[0-55],[0-57],[0-59],[0-62],[0-67],[0-57],[0-56],[0-64],[0-58],[0-51],[0-72],[0-64],[0-64],[0-46],[0-47],[0-44],[0-42],[0-48],[0-47],[0-49],[0-46],[0-46],[0-46],[0-55],[0-47],[0-52],[0-47],[0-48],[0-50],[0-52],[0-50],[0-46],[0-46],[0-55],[0-49],[0-50],aaaaaaaaaa,Group 0
P278,[0-54],[0-53],[0-56],[0-59],[0-61],[0-52],[0-56],[0-62],[0-63],[0-52],[0-56],[0-57],[0-61],[0-55],[0-57],[0-59],[0-62],[0-67],[0-57],[0-56],[0-64],[0-58],[0-51],[0-72],[0-64],[0-64],[0-46],[0-47],[0-44],[0-42],[0-48],[0-47],[0-49],[0-46],[0-46],[0-46],[0-55],[0-47],[0-52],[0-47],[0-48],[0-50],[0-52],[0-50],[0-46],[0-46],[0-55],[0-49],[0-50],aaaaaaaaaa,Group 0
