K278,[0.0-11.0],[0.0-10.0],[1.0-5.0],[2.0-8.0],[0.0-8.0],[1.0-8.0],[1.0-9.0],[0.0-9.0],[3.0-12.0],[2.0-13.0],[0.0-5.0],[1.0-8.0],[3.0-31.0],[0.0-11.0],[3.0-14.0],[1.0-8.0],[1.0-13.0],[5.0-12.0],[3.0-7.0],[0.0-14.0],[1.0-9.0],[2.0-22.0],[5.0-15.0],[1.0-8.0],[2.0-17.0],[0.0-8.0],[1.0-8.0],[1.0-4.0],[1.0-16.0],[1.0-8.0],[1.0-7.0],[0.0-5.0],[0.0-5.0],[2.0-12.0],[1.0-21.0],[1.0-25.0],[2.0-6.0],[0.0-6.0],[0.0-8.0],[2.0-14.0],[0.0-5.0],[0.0-5.0],[0.0-6.0],[0.0-6.0],[0.0-6.0],[0.0-7.0],[1.0-10.0],[2.0-14.0],[1.0-7.0],abbaaa,Group 0
K293,[0.0-11.0],[0.0-10.0],[1.0-5.0],[2.0-8.0],[0.0-8.0],[1.0-8.0],[1.0-9.0],[0.0-9.0],[3.0-12.0],[2.0-13.0],[0.0-5.0],[1.0-8.0],[3.0-31.0],[0.0-11.0],[3.0-14.0],[1.0-8.0],[1.0-13.0],[5.0-12.0],[3.0-7.0],[0.0-14.0],[1.0-9.0],[2.0-22.0],[5.0-15.0],[1.0-8.0],[2.0-17.0],[0.0-8.0],[1.0-8.0],[1.0-4.0],[1.0-16.0],[1.0-8.0],[1.0-7.0],[0.0-5.0],[0.0-5.0],[2.0-12.0],[1.0-21.0],[1.0-25.0],[2.0-6.0],[0.0-6.0],[0.0-8.0],[2.0-14.0],[0.0-5.0],[0.0-5.0],[0.0-6.0],[0.0-6.0],[0.0-6.0],[0.0-7.0],[1.0-10.0],[2.0-14.0],[1.0-7.0],abbaaa,Group 0
K29,[0.0-11.0],[0.0-10.0],[1.0-5.0],[2.0-8.0],[0.0-8.0],[1.0-8.0],[1.0-9.0],[0.0-9.0],[3.0-12.0],[2.0-13.0],[0.0-5.0],[1.0-8.0],[3.0-31.0],[0.0-11.0],[3.0-14.0],[1.0-8.0],[1.0-13.0],[5.0-12.0],[3.0-7.0],[0.0-14.0],[1.0-9.0],[2.0-22.0],[5.0-15.0],[1.0-8.0],[2.0-17.0],[0.0-8.0],[1.0-8.0],[1.0-4.0],[1.0-16.0],[1.0-8.0],[1.0-7.0],[0.0-5.0],[0.0-5.0],[2.0-12.0],[1.0-21.0],[1.0-25.0],[2.0-6.0],[0.0-6.0],[0.0-8.0],[2.0-14.0],[0.0-5.0],[0.0-5.0],[0.0-6.0],[0.0-6.0],[0.0-6.0],[0.0-7.0],[1.0-10.0],[2.0-14.0],[1.0-7.0],abbaaa,Group 0
K522,[0.0-11.0],[0.0-10.0],[1.0-5.0],[2.0-8.0],[0.0-8.0],[1.0-8.0],[1.0-9.0],[0.0-9.0],[3.0-12.0],[2.0-13.0],[0.0-5.0],[1.0-8.0],[3.0-31.0],[0.0-11.0],[3.0-14.0],[1.0-8.0],[1.0-13.0],[5.0-12.0],[3.0-7.0],[0.0-14.0],[1.0-9.0],[2.0-22.0],[5.0-15.0],[1.0-8.0],[2.0-17.0],[0.0-8.0],[1.0-8.0],[1.0-4.0],[1.0-16.0],[1.0-8.0],[1.0-7.0],[0.0-5.0],[0.0-5.0],[2.0-12.0],[1.0-21.0],[1.0-25.0],[2.0-6.0],[0.0-6.0],[0.0-8.0],[2.0-14.0],[0.0-5.0],[0.0-5.0],[0.0-6.0],[0.0-6.0],[0.0-6.0],[0.0-7.0],[1.0-10.0],[2.0-14.0],[1.0-7.0],abbaaa,Group 0
K545,[0.0-11.0],[0.0-10.0],[1.0-5.0],[2.0-8.0],[0.0-8.0],[1.0-8.0],[1.0-9.0],[0.0-9.0],[3.0-12.0],[2.0-13.0],[0.0-5.0],[1.0-8.0],[3.0-31.0],[0.0-11.0],[3.0-14.0],[1.0-8.0],[1.0-13.0],[5.0-12.0],[3.0-7.0],[0.0-14.0],[1.0-9.0],[2.0-22.0],[5.0-15.0],[1.0-8.0],[2.0-17.0],[0.0-8.0],[1.0-8.0],[1.0-4.0],[1.0-16.0],[1.0-8.0],[1.0-7.0],[0.0-5.0],[0.0-5.0],[2.0-12.0],[1.0-21.0],[1.0-25.0],[2.0-6.0],[0.0-6.0],[0.0-8.0],[2.0-14.0],[0.0-5.0],[0.0-5.0],[0.0-6.0],[0.0-6.0],[0.0-6.0],[0.0-7.0],[1.0-10.0],[2.0-14.0],[1.0-7.0],abbaaa,Group 0
K56,[0.0-11.0],[0.0-10.0],[1.0-5.0],[2.0-8.0],[0.0-8.0],[1.0-8.0],[1.0-9.0],[0.0-9.0],[3.0-12.0],[2.0-13.0],[0.0-5.0],[1.0-8.0],[3.0-31.0],[0.0-11.0],[3.0-14.0],[1.0-8.0],[1.0-13.0],[5.0-12.0],[3.0-7.0],[0.0-14.0],[1.0-9.0],[2.0-22.0],[5.0-15.0],[1.0-8.0],[2.0-17.0],[0.0-8.0],[1.0-8.0],[1.0-4.0],[1.0-16.0],[1.0-8.0],[1.0-7.0],[0.0-5.0],[0.0-5.0],[2.0-12.0],[1.0-21.0],[1.0-25.0],[2.0-6.0],[0.0-6.0],[0.0-8.0],[2.0-14.0],[0.0-5.0],[0.0-5.0],[0.0-6.0],[0.0-6.0],[0.0-6.0],[0.0-7.0],[1.0-10.0],[2.0-14.0],[1.0-7.0],abbaba,Group 0
K558,[0.0-11.0],[0.0-10.0],[1.0-5.0],[2.0-8.0],[0.0-8.0],[1.0-8.0],[1.0-9.0],[0.0-9.0],[3.0-12.0],[2.0-13.0],[0.0-5.0],[1.0-8.0],[3.0-31.0],[0.0-11.0],[3.0-14.0],[1.0-8.0],[1.0-13.0],[5.0-12.0],[3.0-7.0],[0.0-14.0],[1.0-9.0],[2.0-22.0],[5.0-15.0],[1.0-8.0],[2.0-17.0],[0.0-8.0],[1.0-8.0],[1.0-4.0],[1.0-16.0],[1.0-8.0],[1.0-7.0],[0.0-5.0],[0.0-5.0],[2.0-12.0],[1.0-21.0],[1.0-25.0],[2.0-6.0],[0.0-6.0],[0.0-8.0],[2.0-14.0],[0.0-5.0],[0.0-5.0],[0.0-6.0],[0.0-6.0],[0.0-6.0],[0.0-7.0],[1.0-10.0],[2.0-14.0],[1.0-7.0],abbaba,Group 0
K625,[0.0-11.0],[0.0-10.0],[1.0-5.0],[2.0-8.0],[0.0-8.0],[1.0-8.0],[1.0-9.0],[0.0-9.0],[3.0-12.0],[2.0-13.0],[0.0-5.0],[1.0-8.0],[3.0-31.0],[0.0-11.0],[3.0-14.0],[1.0-8.0],[1.0-13.0],[5.0-12.0],[3.0-7.0],[0.0-14.0],[1.0-9.0],[2.0-22.0],[5.0-15.0],[1.0-8.0],[2.0-17.0],[0.0-8.0],[1.0-8.0],[1.0-4.0],[1.0-16.0],[1.0-8.0],[1.0-7.0],[0.0-5.0],[0.0-5.0],[2.0-12.0],[1.0-21.0],[1.0-25.0],[2.0-6.0],[0.0-6.0],[0.0-8.0],[2.0-14.0],[0.0-5.0],[0.0-5.0],[0.0-6.0],[0.0-6.0],[0.0-6.0],[0.0-7.0],[1.0-10.0],[2.0-14.0],[1.0-7.0],abbaba,Group 0
K654,[0.0-11.0],[0.0-10.0],[1.0-5.0],[2.0-8.0],[0.0-8.0],[1.0-8.0],[1.0-9.0],[0.0-9.0],[3.0-12.0],[2.0-13.0],[0.0-5.0],[1.0-8.0],[3.0-31.0],[0.0-11.0],[3.0-14.0],[1.0-8.0],[1.0-13.0],[5.0-12.0],[3.0-7.0],[0.0-14.0],[1.0-9.0],[2.0-22.0],[5.0-15.0],[1.0-8.0],[2.0-17.0],[0.0-8.0],[1.0-8.0],[1.0-4.0],[1.0-16.0],[1.0-8.0],[1.0-7.0],[0.0-5.0],[0.0-5.0],[2.0-12.0],[1.0-21.0],[1.0-25.0],[2.0-6.0],[0.0-6.0],[0.0-8.0],[2.0-14.0],[0.0-5.0],[0.0-5.0],[0.0-6.0],[0.0-6.0],[0.0-6.0],[0.0-7.0],[1.0-10.0],[2.0-14.0],[1.0-7.0],abbaba,Group 0
K115,[0.0-11.0],[0.0-10.0],[1.0-5.0],[2.0-8.0],[0.0-8.0],[1.0-8.0],[1.0-9.0],[0.0-9.0],[3.0-12.0],[2.0-13.0],[0.0-5.0],[1.0-8.0],[3.0-31.0],[0.0-11.0],[3.0-14.0],[1.0-8.0],[1.0-13.0],[5.0-12.0],[3.0-7.0],[0.0-14.0],[1.0-9.0],[2.0-22.0],[5.0-15.0],[1.0-8.0],[2.0-17.0],[0.0-8.0],[1.0-8.0],[1.0-4.0],[1.0-16.0],[1.0-8.0],[1.0-7.0],[0.0-5.0],[0.0-5.0],[2.0-12.0],[1.0-21.0],[1.0-25.0],[2.0-6.0],[0.0-6.0],[0.0-8.0],[2.0-14.0],[0.0-5.0],[0.0-5.0],[0.0-6.0],[0.0-6.0],[0.0-6.0],[0.0-7.0],[1.0-10.0],[2.0-14.0],[1.0-7.0],abbaba,Group 0
